query,document,judgment
11' x 11' patio umbrella square without led lighys,B01FH7RMLU,0.1
11' x 11' patio umbrella square without led lighys,B0025VP5J8,0.0
11' x 11' patio umbrella square without led lighys,B0739WLRHB,0.1
11' x 11' patio umbrella square without led lighys,B01HCH4SPQ,1.0
11' x 11' patio umbrella square without led lighys,B07DBL3RHM,0.1
11' x 11' patio umbrella square without led lighys,B07D5M93YV,0.1
11' x 11' patio umbrella square without led lighys,B07DBLX4HQ,0.1
11' x 11' patio umbrella square without led lighys,B078GKMWTT,1.0
11' x 11' patio umbrella square without led lighys,B0789FKQJY,0.1
11' x 11' patio umbrella square without led lighys,B073TNKQGD,0.1
11' x 11' patio umbrella square without led lighys,B079JRZZRV,0.1
23x10.5 tractor intertubes,B07D41J3TP,1.0
23x10.5 tractor intertubes,B07S2PWNQR,1.0
23x10.5 tractor intertubes,B07VZF4HRY,1.0
23x10.5 tractor intertubes,B07HHHDS1H,1.0
23x10.5 tractor intertubes,B07GPVSRCC,1.0
23x10.5 tractor intertubes,B07FN9XWG4,1.0
23x10.5 tractor intertubes,B07F7D1GZQ,1.0
23x10.5 tractor intertubes,B07BTRNDSG,1.0
23x10.5 tractor intertubes,B00FB0IHXQ,1.0
23x10.5 tractor intertubes,B0721R1HRP,1.0
23x10.5 tractor intertubes,B06XX6BM2R,1.0
23x10.5 tractor intertubes,B01C0F5MLO,1.0
23x10.5 tractor intertubes,B00Q5FUYVE,1.0
23x10.5 tractor intertubes,B00Q5FQ0XU,1.0
23x10.5 tractor intertubes,B00DT2X2OM,1.0
23x10.5 tractor intertubes,B079K4RTGV,1.0
26x2.10 sin dibujo,B07RDQCZDW,0.0
26x2.10 sin dibujo,B07R96R8QX,0.0
26x2.10 sin dibujo,B073ZFXWV5,1.0
26x2.10 sin dibujo,B071HT5C46,0.1
26x2.10 sin dibujo,B01IWKZ554,0.1
26x2.10 sin dibujo,B01GZVGU24,0.1
26x2.10 sin dibujo,B00YVDW5E6,0.1
26x2.10 sin dibujo,B00AZEFSOO,1.0
26x2.10 sin dibujo,B00AZEFSNU,0.1
26x2.10 sin dibujo,B00AZEFSKS,1.0
26x2.10 sin dibujo,B003FV6YAQ,1.0
26x2.10 sin dibujo,B001F73L8U,0.1
2人 ソファー 肘なし 本体,B08FMGL2FY,0.1
2人 ソファー 肘なし 本体,B08B3RYSGY,0.0
2人 ソファー 肘なし 本体,B087WJ5JF2,0.0
2人 ソファー 肘なし 本体,B07YNXWRFH,0.1
2人 ソファー 肘なし 本体,B0811Q1G7V,0.0
2人 ソファー 肘なし 本体,B08G8KRF1Q,0.1
2人 ソファー 肘なし 本体,B07Y2Z69LG,0.1
2人 ソファー 肘なし 本体,B087T7BSJ3,0.0
2人 ソファー 肘なし 本体,B08GCNMD6Q,0.1
2人 ソファー 肘なし 本体,B08P3FHHPG,0.1
2人 ソファー 肘なし 本体,B08K9NW1SG,0.0
2人 ソファー 肘なし 本体,B08NXM946S,0.0
2人 ソファー 肘なし 本体,B08PBFZPLQ,0.0
2人 ソファー 肘なし 本体,B08RS5FDN6,0.1
2人 ソファー 肘なし 本体,B08VDPK7WF,0.1
2人 ソファー 肘なし 本体,B091SWVXV4,0.1
2人 ソファー 肘なし 本体,B095K9N6JV,0.0
2人 ソファー 肘なし 本体,B07VC6Q1ZM,0.0
2人 ソファー 肘なし 本体,B08HRWH74W,0.1
2人 ソファー 肘なし 本体,B07MR8QLBW,0.1
2人 ソファー 肘なし 本体,B07LBFKC88,0.0
2人 ソファー 肘なし 本体,B07MGGDSVH,0.01
2人 ソファー 肘なし 本体,B07MQ45WMT,0.1
2人 ソファー 肘なし 本体,B003EEJODS,0.1
2人 ソファー 肘なし 本体,B003TFFFPI,0.1
2人 ソファー 肘なし 本体,B009HOOX6C,0.1
2人 ソファー 肘なし 本体,B00BQQ9JKY,0.1
2人 ソファー 肘なし 本体,B00M8YAKOC,1.0
2人 ソファー 肘なし 本体,B01B7KE6I8,0.1
2人 ソファー 肘なし 本体,B01LZ5PGS8,0.1
2人 ソファー 肘なし 本体,B01M6B2YSI,1.0
2人 ソファー 肘なし 本体,B00N2DC500,0.1
2人 ソファー 肘なし 本体,B073VLB41M,0.1
2人 ソファー 肘なし 本体,B0765TN8D2,0.1
2人 ソファー 肘なし 本体,B076VL11LY,0.01
2人 ソファー 肘なし 本体,B07BFYL7CN,1.0
2人 ソファー 肘なし 本体,B07D3468WS,0.01
2人 ソファー 肘なし 本体,B07DW9D9KR,0.1
2人 ソファー 肘なし 本体,B07KQ1WS26,0.0
2人 ソファー 肘なし 本体,B06VT1TWQ4,0.1
360 ground blind,B07SGKHBZ3,1.0
360 ground blind,B0792RZ3HM,0.1
360 ground blind,B07NQFTHXM,0.1
360 ground blind,B07NQ8J81P,0.1
360 ground blind,B07KXQ8VPM,0.1
360 ground blind,B07KXPHM5L,0.1
360 ground blind,B07B11ZV1B,0.1
360 ground blind,B079781DJW,0.1
360 ground blind,B0792RKL4D,0.1
360 ground blind,B078H8PGHK,0.1
360 ground blind,B00TP7UFYA,1.0
360 ground blind,B00TP86250,0.1
360 ground blind,B0792RJYNX,0.1
360 ground blind,B06XDXFTPG,0.1
360 ground blind,B078H74Q2C,0.1
360 ground blind,B01ADBBW52,0.1
4t camo sweat shirt,B08229CW85,0.1
4t camo sweat shirt,B07ZND27W8,0.1
4t camo sweat shirt,B07NJSHRGQ,0.1
4t camo sweat shirt,B07MY27Q2W,0.1
4t camo sweat shirt,B07MMT8RWR,1.0
4t camo sweat shirt,B07HDZXWHY,1.0
4t camo sweat shirt,B07H9X9QPF,0.1
4t camo sweat shirt,B07FXDR1QN,0.1
4t camo sweat shirt,B0773ZZB9V,0.1
4t camo sweat shirt,B079FHZ7WN,0.1
4t camo sweat shirt,B078C72828,0.1
4t camo sweat shirt,B074DWRZH5,1.0
4t camo sweat shirt,B00V63WVGG,1.0
4t camo sweat shirt,B00SA08K7C,0.1
4t camo sweat shirt,B00NABCCOI,0.1
4t camo sweat shirt,B07FTJRQHL,0.1
75 gallon fish tanks,B07GFWYLMM,0.01
75 gallon fish tanks,B081YJMRM8,0.01
75 gallon fish tanks,B07X9WMKW5,0.01
75 gallon fish tanks,B088HW52KZ,1.0
75 gallon fish tanks,B07R6KK53C,0.01
75 gallon fish tanks,B07NN4F7Q5,0.1
75 gallon fish tanks,B07KP2D42W,0.1
75 gallon fish tanks,B07GFQZCD1,0.01
75 gallon fish tanks,B002V9LICW,0.01
75 gallon fish tanks,B01N7NDHB0,0.01
75 gallon fish tanks,B01IO963GI,0.01
75 gallon fish tanks,B01IO8DHB8,0.01
75 gallon fish tanks,B00JYEFFEO,0.01
75 gallon fish tanks,B000QFRMRS,0.01
75 gallon fish tanks,B0009IMDQM,0.01
75 gallon fish tanks,B07BJ9KPSR,0.1
a curse so dark and lonely,B08WSFV9LW,1.0
a curse so dark and lonely,B08X218Z4J,0.1
a curse so dark and lonely,B08CHNCDN5,0.0
a curse so dark and lonely,B089GCKSFD,0.0
a curse so dark and lonely,B0892548HC,0.1
a curse so dark and lonely,B0886JWK5N,0.0
a curse so dark and lonely,B084G9J55L,0.1
a curse so dark and lonely,B07TSL9X5R,1.0
a curse so dark and lonely,125025079X,0.0
a curse so dark and lonely,B00D1ZLRK8,0.1
a curse so dark and lonely,1640638954,0.1
a curse so dark and lonely,154760915X,1.0
a curse so dark and lonely,1547605677,0.1
a curse so dark and lonely,1547602589,0.1
a curse so dark and lonely,1250112702,0.0
a curse so dark and lonely,B07CVFRJ8N,1.0
a15 fan bulb ge,B07JKXK5F6,0.1
a15 fan bulb ge,B07Y8GGTCV,1.0
a15 fan bulb ge,B07PGV26T9,0.1
a15 fan bulb ge,B07PGQCCDS,0.1
a15 fan bulb ge,B07NZJY811,0.1
a15 fan bulb ge,B07MYYQ96N,0.1
a15 fan bulb ge,B07H8XCWQY,0.1
a15 fan bulb ge,B07GJGWCJS,0.1
a15 fan bulb ge,B07D5VG4WC,0.1
a15 fan bulb ge,B07C2LMFT7,0.1
a15 fan bulb ge,B079ZJHZ5Q,1.0
a15 fan bulb ge,B016HH5LCG,1.0
a15 fan bulb ge,B013DY2URK,0.1
a15 fan bulb ge,B00MDN1N80,1.0
a15 fan bulb ge,B001AS2P4K,1.0
a15 fan bulb ge,B07D6X8NV4,1.0
ac drier receiver,B00CFQS6XU,0.01
ac drier receiver,B00SLLBQLW,1.0
ac drier receiver,B00SLLBBX0,1.0
ac drier receiver,B00LCIIH2M,0.01
ac drier receiver,B010065C5G,1.0
ac drier receiver,B00FQ0O7M6,1.0
ac drier receiver,B00CFQS5K4,0.01
ac drier receiver,B00K395AEO,0.01
ac drier receiver,B00CFQS34W,0.01
ac drier receiver,B00CFQRBWW,0.01
ac drier receiver,B00CFQR76C,0.01
ac drier receiver,B006A2TAQC,0.01
ac drier receiver,B003R4TBDS,1.0
ac drier receiver,B003R3W8JI,0.01
ac drier receiver,B000IWLAB8,1.0
ac drier receiver,B00CFQS4J6,1.0
adidas regista 16 short,B01DH22IVG,1.0
adidas regista 16 short,B07F2PMSRL,0.1
adidas regista 16 short,B01HNB86K4,0.1
adidas regista 16 short,B01HNB7VNW,0.1
adidas regista 16 short,B01F0CNR6Q,1.0
adidas regista 16 short,B01F0CNQYY,1.0
adidas regista 16 short,B01C4O3W4A,1.0
adidas regista 16 short,B07DXR15B8,0.1
adidas regista 16 short,B01866GDC8,1.0
adidas regista 16 short,B015SSVBGA,1.0
adidas regista 16 short,B01866DZQK,1.0
adidas regista 16 short,B01866EFL4,1.0
adidas regista 16 short,B01866X63W,0.1
adidas regista 16 short,B01866EZ3M,1.0
adidas regista 16 short,B01866F4BO,1.0
adidas regista 16 short,B01866ETWY,1.0
adidas samoa men,B088M3XRRC,1.0
adidas samoa men,B07XVPN2VK,1.0
adidas samoa men,B07KRY9F4D,0.1
adidas samoa men,B07JJ6CBJ3,1.0
adidas samoa men,B07JJ6BYXK,0.1
adidas samoa men,B07F59FPWL,0.1
adidas samoa men,B07DTJP4F9,0.1
adidas samoa men,B07DBLYZJD,0.1
adidas samoa men,B072KGGHSP,0.1
adidas samoa men,B0106J7EAS,0.1
adidas samoa men,B00RLWJQAK,0.1
adidas samoa men,B00LLSDJR6,0.1
adidas samoa men,B005OLAM8K,0.1
adidas samoa men,B0058XFMIO,0.1
adidas samoa men,B00139U3CM,1.0
adidas samoa men,B0007PNA0A,0.1
aguascalientes hat,B07SDQV3Q8,1.0
aguascalientes hat,B086DHCTFR,1.0
aguascalientes hat,B083DLB6F3,1.0
aguascalientes hat,B07ZHP7DZ9,1.0
aguascalientes hat,B07YVTZBL5,0.0
aguascalientes hat,B07VS9NPX6,1.0
aguascalientes hat,B07T4J5KLW,1.0
aguascalientes hat,B07RRDGQGB,1.0
aguascalientes hat,B07RN9TQYJ,1.0
aguascalientes hat,B07PK5LY6Q,1.0
aguascalientes hat,B07PDT1Q3F,1.0
aguascalientes hat,B07F9ZXS13,1.0
aguascalientes hat,B07DP84XRT,0.1
aguascalientes hat,B07BMF8WHT,1.0
aguascalientes hat,B0746RD8BB,1.0
aguascalientes hat,B01JV4ZNAC,0.1
airaid filters,B00SQ5MHDO,1.0
airaid filters,B008CLOF50,0.01
airaid filters,B006B80FL4,1.0
airaid filters,B0056NQMBC,1.0
airaid filters,B004IPOEAU,1.0
airaid filters,B004IARHUY,1.0
airaid filters,B004IARHSG,1.0
airaid filters,B007P2ESCC,1.0
airaid filters,B004IARHQS,1.0
airaid filters,B004IARHFE,1.0
airaid filters,B0013EYUW6,1.0
airaid filters,B0007M2ZMW,0.01
airaid filters,B0007LVHVS,1.0
airaid filters,B0007LVHVI,1.0
airaid filters,B0007LVHT0,1.0
airaid filters,B004IARHRC,1.0
aka,B07BKSP8KT,0.0
aka,B0892PSHL8,0.0
aka,B0892DJWLS,0.0
aka,B088PD7J5H,0.0
aka,B088LD57F4,0.0
aka,B085BY9WKB,0.0
aka,B07QXZYGB9,0.0
aka,B079NH3KBV,1.0
aka,B016B5SZ1S,1.0
aka,B06XPC5RHL,1.0
aka,B01L9KKE6Y,1.0
aka,B01G7L2ACQ,0.0
aka,B00IJ296EW,0.0
aka,B00CFVOCO2,0.0
aka,4263213092,1.0
aka,B07769W2QB,0.0
all day office chair,B07QTXW2V3,1.0
all day office chair,B08BYDDT5S,1.0
all day office chair,B08B5YVT8D,1.0
all day office chair,B087MZX9W8,1.0
all day office chair,B081194BG2,1.0
all day office chair,B07WNT5GMZ,1.0
all day office chair,B07L4ZQMDX,1.0
all day office chair,B07SG3FK4W,1.0
all day office chair,B074SRKX9H,1.0
all day office chair,B00XBC3BF0,1.0
all day office chair,B07DFBG7FP,1.0
all day office chair,B00T07KDP6,1.0
all day office chair,B00KHLUSCM,1.0
all day office chair,B00AVUQQES,1.0
all day office chair,B006IY89ZA,1.0
all day office chair,B0030EAWIS,1.0
arc fault breakers 15 amp,B00J8BVJ9I,1.0
arc fault breakers 15 amp,B07K8B2QHW,1.0
arc fault breakers 15 amp,B079HFJ8LZ,1.0
arc fault breakers 15 amp,B06Y6K1KWG,1.0
arc fault breakers 15 amp,B06Y65FND8,0.1
arc fault breakers 15 amp,B00NOMSTE0,1.0
arc fault breakers 15 amp,B00MGTPNUU,1.0
arc fault breakers 15 amp,B00J59DYMS,1.0
arc fault breakers 15 amp,B0013NRK10,1.0
arc fault breakers 15 amp,B00CONET8K,1.0
arc fault breakers 15 amp,B00AQ9O9XO,1.0
arc fault breakers 15 amp,B0080JWJ7A,1.0
arc fault breakers 15 amp,B004Z4XAOK,1.0
arc fault breakers 15 amp,B003YUYDEC,1.0
arc fault breakers 15 amp,B0013NPWGU,1.0
arc fault breakers 15 amp,B00J59DVD0,1.0
assassins creed woman costume,B01C729FL8,0.01
assassins creed woman costume,B07PHRRRXB,0.1
assassins creed woman costume,B07NYYN14T,0.1
assassins creed woman costume,B07NVMWXF1,0.1
assassins creed woman costume,B076965R92,0.1
assassins creed woman costume,B01DT80YJQ,0.1
assassins creed woman costume,B01C691M0O,1.0
assassins creed woman costume,B07T92QK4L,1.0
assassins creed woman costume,B017TG3VLC,0.01
assassins creed woman costume,B00WMA5L6Y,0.0
assassins creed woman costume,B00UM4OX3O,0.1
assassins creed woman costume,B00J7RFD86,1.0
assassins creed woman costume,B00J7RFC0U,1.0
assassins creed woman costume,B00BTPPR26,0.1
assassins creed woman costume,B001CVE6WE,0.1
assassins creed woman costume,B01C690F98,1.0
asus laptop charger adp-120rh b,B07P9M8PX6,1.0
asus laptop charger adp-120rh b,B08798LNS3,1.0
asus laptop charger adp-120rh b,B07Z2NTQQR,1.0
asus laptop charger adp-120rh b,B07WTB18HS,0.0
asus laptop charger adp-120rh b,B07SSM3QV7,1.0
asus laptop charger adp-120rh b,B07QYRQTYJ,0.0
asus laptop charger adp-120rh b,B07Q4GQB76,1.0
asus laptop charger adp-120rh b,B07HQ5H8WZ,1.0
asus laptop charger adp-120rh b,B07CCKNVKD,1.0
asus laptop charger adp-120rh b,B07F2KSY9Q,1.0
asus laptop charger adp-120rh b,B07C6RZCYM,1.0
asus laptop charger adp-120rh b,B07BW85K8K,1.0
asus laptop charger adp-120rh b,B0798M7BKM,0.0
asus laptop charger adp-120rh b,B077XY369K,1.0
asus laptop charger adp-120rh b,B01M6ZLF4N,0.0
asus laptop charger adp-120rh b,B07H3L674B,1.0
attote for men,B07WGLW6MN,0.1
attote for men,B089ZXKLRQ,0.1
attote for men,B088WBXXGW,0.1
attote for men,B0867CF5DD,0.1
attote for men,B08CY7KZW6,0.1
attote for men,B0823CVSBM,1.0
attote for men,B08225H7LW,0.0
attote for men,B07W1Z9DFN,0.1
attote for men,B01MRJDZ70,0.1
attote for men,B07BRC97K3,0.1
attote for men,B072R4B8B5,0.0
attote for men,B071FK6BRM,0.1
attote for men,B01MQ1WOII,0.1
attote for men,B01KOFCNP0,0.0
attote for men,B009YOMY1G,0.0
attote for men,B07TTDK51M,0.0
auriculares cancelación de ruido,B07Q9MJKBV,1.0
auriculares cancelación de ruido,B07ZCLNR58,1.0
auriculares cancelación de ruido,B07X2VZQZX,1.0
auriculares cancelación de ruido,B07TV19YTF,1.0
auriculares cancelación de ruido,B07TJDN6TB,1.0
auriculares cancelación de ruido,B07RVC23SG,1.0
auriculares cancelación de ruido,B07PJMCTHF,1.0
auriculares cancelación de ruido,B07YJM4X8D,1.0
auriculares cancelación de ruido,B07P9ZWHRK,1.0
auriculares cancelación de ruido,B01MSZSL4I,1.0
auriculares cancelación de ruido,B0756CYWWD,1.0
auriculares cancelación de ruido,B0756GB78C,1.0
auriculares cancelación de ruido,B07PF7ZRHJ,1.0
auriculares cancelación de ruido,B078VGQCZ4,1.0
auriculares cancelación de ruido,B07HH9Q8ZL,1.0
auriculares cancelación de ruido,B077TRXYCN,1.0
auto mirror 6x7,B0795DJXNH,0.0
auto mirror 6x7,B07TZSC1P3,0.0
auto mirror 6x7,B07TFFBHGB,0.0
auto mirror 6x7,B07SCYVJ9X,0.0
auto mirror 6x7,B07S52FXKH,0.0
auto mirror 6x7,B07L6FJGR4,0.0
auto mirror 6x7,B07GN9CFHJ,0.0
auto mirror 6x7,B07X2WGT72,0.0
auto mirror 6x7,B06ZZWYQF7,0.0
auto mirror 6x7,B01BU99K6E,1.0
auto mirror 6x7,B013Y4S2RQ,0.0
auto mirror 6x7,B00VQ93RIG,0.0
auto mirror 6x7,B00RMDHCUO,0.1
auto mirror 6x7,B00RMDH0HO,0.1
auto mirror 6x7,B00PD1XOVI,0.0
auto mirror 6x7,B01GCI7BCI,0.0
baby nursery nightlight,B07YB1LQDS,1.0
baby nursery nightlight,B08FB5D59Z,1.0
baby nursery nightlight,B08CSJHTC1,1.0
baby nursery nightlight,B085W1X8F6,1.0
baby nursery nightlight,B084RKG19V,1.0
baby nursery nightlight,B083FHM7NH,1.0
baby nursery nightlight,B07Z7XC7DN,1.0
baby nursery nightlight,B07WPKLCL3,1.0
baby nursery nightlight,B07L3TJBBJ,1.0
baby nursery nightlight,B07H7WX2N6,1.0
baby nursery nightlight,B07BFDDR35,1.0
baby nursery nightlight,B0785DT97B,1.0
baby nursery nightlight,B073VZ38RT,1.0
baby nursery nightlight,B071RV3DHX,1.0
baby nursery nightlight,B01N1S7B60,1.0
baby nursery nightlight,B07PD23FSJ,1.0
babymetal metal galaxy,B0845992CJ,0.1
babymetal metal galaxy,B084597WQS,0.1
babymetal metal galaxy,B08459469Q,0.1
babymetal metal galaxy,B084593BJR,0.1
babymetal metal galaxy,B07TR3CRYS,1.0
babymetal metal galaxy,B07TR2R6Z5,1.0
babymetal metal galaxy,B07TQVX429,1.0
babymetal metal galaxy,B07TR2P2GV,1.0
babymetal metal galaxy,B07TNYCHZF,1.0
babymetal metal galaxy,B00U2DKZUU,0.1
babymetal metal galaxy,B01AN3DNE8,0.1
babymetal metal galaxy,B07TLRT8YL,1.0
babymetal metal galaxy,B07TPX4C31,1.0
babymetal metal galaxy,B07TLSVKLG,1.0
babymetal metal galaxy,B07TNVWKJR,1.0
babymetal metal galaxy,B07TLSV5ZK,1.0
ballet protectors,B07WZN43GM,1.0
ballet protectors,B07LFV1NTR,1.0
ballet protectors,B07FRXD8MM,1.0
ballet protectors,B07F175HKY,0.1
ballet protectors,B07BJFBX7V,0.1
ballet protectors,B07B295CX7,1.0
ballet protectors,B078SRKT2C,1.0
ballet protectors,B07ZVGSX2G,1.0
ballet protectors,B077X6G9HW,1.0
ballet protectors,B074CXRJFK,0.0
ballet protectors,B073TMN83N,1.0
ballet protectors,B01N915IHG,0.1
ballet protectors,B01JM6B8YO,1.0
ballet protectors,B01FQBHM6M,1.0
ballet protectors,B00OLOFGBY,1.0
ballet protectors,B078S4WLQB,1.0
bathtub mat,B084MGGJYF,1.0
bathtub mat,B07XLDDKL8,1.0
bathtub mat,B07SLCF7S8,1.0
bathtub mat,B07S6FKN19,1.0
bathtub mat,B07QQPXNSG,1.0
bathtub mat,B07PY5ZCRW,1.0
bathtub mat,B07N6MNS99,1.0
bathtub mat,B082TQSTFL,1.0
bathtub mat,B07GNF4M6C,1.0
bathtub mat,B07DQKDC14,1.0
bathtub mat,B07BSB37SB,1.0
bathtub mat,B077VHHRFP,1.0
bathtub mat,B01F5K9YNS,1.0
